what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1320959487480
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1320959487484
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1320959487528
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1320959487602
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1320959487603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1320959487631
error,log,,,"Provisioning exception",1320959488038
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110222-0044,"org.eclipse.equinox.p2.director",1320959500055
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110305-0130,"org.eclipse.equinox.p2.extensionlocation",1320959516584
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110305-0130,"org.eclipse.equinox.p2.updatesite",1320959516802
error,log,,,"Provisioning exception",1320959516909
error,log,,,"Some sites could not be found.  See the error log for more detail.",1320959521659
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.100.v20110308-1515,"org.eclipse.equinox.p2.artifact.repository",1320959527830
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.0.v20110228,"org.eclipse.equinox.p2.touchpoint.eclipse",1320959527901
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110228,"org.eclipse.equinox.frameworkadmin",1320959532844
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100920,"org.eclipse.equinox.simpleconfigurator.manipulator",1320959532879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1320959543380
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110222-0044,"org.eclipse.equinox.p2.ui.sdk.install",1320959543430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1320959543772
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110228,"org.eclipse.equinox.frameworkadmin.equinox",1320959786184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1320959845397
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1320959845661
started,bundle,com.adobe.flexide.as.core,4.5.1.313231,"com.adobe.flexide.as.core",1320959846067
started,bundle,com.adobe.flexide.mxml.core,4.5.1.313231,"com.adobe.flexide.mxml.core",1320959846078
started,bundle,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.mxml.editor",1320959846173
stopped,bundle,FlexASDocGenCommand,0.8.9,"FlexASDocGenCommand",1320959846363
stopped,bundle,FlexPrettyPrintCommand,0.8.9,"FlexPrettyPrintCommand",1320959846365
stopped,bundle,ActionscriptInfoCollector,0.8.9,"ActionscriptInfoCollector",1320959846367
stopped,bundle,com.adobe.flexbuilder.standalone,4.5.1.313231,"com.adobe.flexbuilder.standalone",1320959846367
stopped,bundle,com.adobe.flexbuilder.debug.ui,4.5.1.313231,"com.adobe.flexbuilder.debug.ui",1320959846367
stopped,bundle,com.adobe.flashbuilder.multiplatform.android.ui,4.5.1.313231,"com.adobe.flashbuilder.multiplatform.android.ui",1320959846369
stopped,bundle,com.adobe.flashbuilder.multiplatform.ios.ui,4.5.1.313231,"com.adobe.flashbuilder.multiplatform.ios.ui",1320959846371
stopped,bundle,com.qnx.flashbuilder.multiplatform.qnx.ui,1.0.1.201104252316,"com.qnx.flashbuilder.multiplatform.qnx.ui",1320959846372
stopped,bundle,com.adobe.flashbuilder.project.multiplatform.ui,4.5.1.313231,"com.adobe.flashbuilder.project.multiplatform.ui",1320959846373
stopped,bundle,com.adobe.flexbuilder.ajaxbridge,4.5.1.313231,"com.adobe.flexbuilder.ajaxbridge",1320959846373
stopped,bundle,com.adobe.flexbuilder.dcrad,4.5.1.313231,"com.adobe.flexbuilder.dcrad",1320959846373
stopped,bundle,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.mxml.editor",1320959846394
stopped,bundle,com.adobe.flexbuilder.css.editor,4.5.1.313231,"com.adobe.flexbuilder.css.editor",1320959846394
stopped,bundle,com.adobe.flexbuilder.exportimport,4.5.1.313231,"com.adobe.flexbuilder.exportimport",1320959846394
stopped,bundle,com.adobe.flexbuilder.flashbridge,4.5.1.313231,"com.adobe.flexbuilder.flashbridge",1320959846395
stopped,bundle,com.adobe.flexbuilder.flexunit,4.5.1.313231,"com.adobe.flexbuilder.flexunit",1320959846396
stopped,bundle,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.as.editor",1320959846396
stopped,bundle,com.adobe.flexbuilder.importartwork,4.5.1.313231,"com.adobe.flexbuilder.importartwork",1320959846397
stopped,bundle,com.adobe.flexbuilder.tengine,4.5.1.313231,"com.adobe.flexbuilder.tengine",1320959846399
stopped,bundle,com.adobe.flexbuilder.editorcore,4.5.1.313231,"com.adobe.flexbuilder.editorcore",1320959846400
